Handle,Title,Body HTML,Type,Tags,Status,Published,URL,Custom Collections,Smart Collections,Image Src,Image Alt Text,Option1 Name,Variant Image,Variant Price,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: custom.how_to_use [multi_line_text_field],Metafield: custom.ingredients [multi_line_text_field],Metafield: custom.essences_inside_pictures [list.file_reference],Metafield: custom.essences_inside_names [list.single_line_text_field],Metafield: custom.essences_inside_descriptors [list.single_line_text_field],Metafield: custom.summary_blurb [multi_line_text_field],Metafield: custom.smells_like [multi_line_text_field],Metafield: judgeme.widget [string]
Western Prairie Fringed Orchid Elixir,Western Prairie Fringed Orchid Elixir,,Single Elixirs,"Ambitious Entrepreneur, Awareness, Expansion, Go Deep, Jump Start, Nature Lover, single flower, Spiritual Seeker, World Traveler",Active,True,https://www.lotuswei.com/products/western-prairie-fringed-orchid-flower-essence-elixir,"all, go-deep","ambitious-entrepreneur, awareness, elixirs, expansion, jump-start, nature-lover, spiritual-seeker, world-traveler, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Elixir_Card-Western_Prairie_Fringed_Orchid.jpg?v=1639611209,,,,,,,,,,,,,,
White Columbine Elixir,White Columbine Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. Found on a magical hillside of wildflowers in Wyoming, the White Columbine flower makes you feel like the world has your back. You are supported and take solace in the recognition of inner and outer support. Also known as 'Silver Queen,' this flower helps you become your own fairy godmother, with the same feeling of relief when you rest your head on her lap. You don't have to bear the weight of the world alone, as there is an army of support behind you and within you. MAGNIFIES: Elegance; divine feminine; godmotherly love; confident ease; feeling supported + awareness of unseen support DISSOLVES: Deep sadness, grief; loneliness, anguish, confusion; bearing the weight of something heavy, alone USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified Water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (Grape) Alcohol, Aquilegia (White Columbine) Flower Essence, ﻿Achillea millefolium ﻿ (Yarrow) Flower Essence, and Nelumba nucifera (Lotus) Flower Essence. *Certified Organic",Single Elixirs,"Awareness, Give Give Giver, Go Deep, Nourish, Self-Care Savorer, single flower",Active,True,https://www.lotuswei.com/products/white-columbine-flower-essence-elixir,"all, go-deep","awareness, elixirs, give-give-giver, nourish, self-care-savorer, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/image_31c48287-c846-4a37-ac0c-dc64bb610ae5.jpg?v=1639611215,,Size,,$45,White Columbine Flower Essence Elixir | LOTUSWEI,"White Columbine flower essence elixir makes you feel like the world has your back. You are supported and take solace in the recognition of inner and outer support. Also known as 'Silver Queen,' this flower helps you become your own fairy godmother, with the same feeling of relief when you rest your head on her lap. You don't have to bear the weight of the world alone, as there is an army of support behind you and within you.",,,,,,,,"Customer Reviews Based on 6 reviews Write a review 100% (6) 0% (0) 0% (0) 0% (0) 0% (0) A Alexandria Comfort and Support I have used this elixir twice now and it is one of my favorites for when I find myself needing some extra love and support-especially as I continue to navigate grief from the sudden loss of a loved one. This flower definitely has the feel of a comfortable pillow, something I can rest my head on. Thank you! C Charlene Feel divinely supported For unknown reasons, I saw the words of white columbine popping up in my inbox a couple of times in a few days. I took it as a sign to explore this flower elixir. It is a gentle elixir. It helped me to feel that everything is always okay and it does not matter what is going on in the world. Thank you! R Rose <3 This elixir feels like peace in a bottle.  It helped me see my inner resources and trust in life just a little bit more.  Thank you <3 A Anastasia Tham Gentle and uplifting This was the most gentle and uplifting elixir I'd ever taken. Growing up was tough because my mother was not a very nurturing person, and I'd specifically picked this elixir to help me with healing those wounds. I felt more joyful and also found the strength to support myself when my traumas were triggered. A Arcadia So Peaceful If I had to describe this elixir I would call it peaceful, calming, and supportive.  I find that it works well with others that I take such as Self-heal and Bamboo (two of my favorites).  At times I can get overwhelmed easily with my busy and stressful work schedule.  This elixir has been the perfect complement to help me slow down and not feel so agitated, it's like a big warm hug!  I now carry it with me daily to help lift me out of the doldrums when I start feeling stressed and panicky! 1 2"
White Columbine Elixir,White Columbine Elixir,,Single Elixirs,"Awareness, Give Give Giver, Go Deep, Nourish, Self-Care Savorer, single flower",Active,True,https://www.lotuswei.com/products/white-columbine-flower-essence-elixir,"all, go-deep","awareness, elixirs, give-give-giver, nourish, self-care-savorer, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/TakeElixirUndertheTongue.jpg?v=1639611215,,,,,,,,,,,,,,
White Columbine Elixir,White Columbine Elixir,,Single Elixirs,"Awareness, Give Give Giver, Go Deep, Nourish, Self-Care Savorer, single flower",Active,True,https://www.lotuswei.com/products/white-columbine-flower-essence-elixir,"all, go-deep","awareness, elixirs, give-give-giver, nourish, self-care-savorer, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/ElixirinWater_cf030b07-301a-4030-b6f2-e44cc3312858.png?v=1639611215,,,,,,,,,,,,,,
White Columbine Elixir,White Columbine Elixir,,Single Elixirs,"Awareness, Give Give Giver, Go Deep, Nourish, Self-Care Savorer, single flower",Active,True,https://www.lotuswei.com/products/white-columbine-flower-essence-elixir,"all, go-deep","awareness, elixirs, give-give-giver, nourish, self-care-savorer, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Elixir_Card-White_Columbine.jpg?v=1639611215,white columbine flower essence,,,,,,,,,,,,,
Sugarbowl Flower Elixir,Sugarbowl Flower Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. A curious and intriguing flower that looks like a fuzzy hat, the ﻿Sugarbowl ﻿ flower hangs upside down, so that you cannot readily see its center. This flower takes us on a tour through aspects of ourselves we've kept hidden or perceived as our 'darkness.' It brings everything out into the open, so we can deepen into yet another layer of authenticity and self-transparency. With a sense of humor and mischief, Sugarbowl helps us see through the veils of both ourselves and other. MAGNIFIES: Self-transparency, seeing through your own + others' veils; clear-seeing; authenticity, acceptance, honesty; shining a light in dark corners DISSOLVES: Fear of your own darkness; secrecy + hiding; hidden agendas USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Clematis hirsutissima (Sugarbowl Clematis) flower essence, ﻿Achillea millefolium ﻿ (Yarrow) flower essence, and Nelumba nucifera (Lotus) flower essence. *Certified Organic",Single Elixirs,"Expansion, Go Deep, Next-Level Seeker, single flower",Active,True,https://www.lotuswei.com/products/sugarbowl-clematis-flower-essence-elixir,"all, go-deep","elixirs, expansion, next-level-seeker, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/image_3353a626-ba26-44af-a0d1-6bd39e13568b.jpg?v=1639610996,,Size,,$45,Sugarbowl Flower Essence Elixir | LOTUSWEI,"A curious and intriguing flower that looks like a fuzzy hat, the ﻿Sugarbowl﻿ flower takes us on a tour through aspects of ourselves we've kept hidden or perceived as our 'darkness.' It brings everything out into the open, so we can deepen into yet another layer of authenticity and self-transparency.",,,,,,,,"Customer Reviews Based on 7 reviews Write a review 100% (7) 0% (0) 0% (0) 0% (0) 0% (0) D D.B. Beautifully revealing This was a very interesting experience, I expected some darker aspects to arise, yet it revealed some insecurities and things deeper in my subconsciousness I wasn't fully aware of, definately transformative and I find there is a gentlness to it as well. J J.M. Learn A LOT about yourself in a short amount of time I second Mary Beth's comment about effortless insights! There is a gracefulness and clarity, though I also had moments of overwhelm/ onslaught of awareness if I was at work or otherwise occupied when the insights arose. It was fun and felt manageable, but for people with chaotic schedules, Inner Peace might be a good pair... to help ground your experience and bring more calmness/ stability to really integrate said insights. (: M Mary B.P. Insights just effortlessly arrive This elixir helps to uncover connections between present emotional states and past as well as present experiences with great rapidity. Great to pair with Truthteller to be honest with yourself. Also, love to pair it with white water lily when wanting to feel really in synchronization/understand others. A Anastasia T. Light in the shadows This elixir helped to illuminate my blind spots and the red flags I'd missed in my partner previously. Although they were painful to see, I saw what I needed and also the parts of my wounded self that were triggered. A Ariel H. I still have yet to finish this bottle, so I'll have to write another review once I finish it. I was drawn to this flower because of its beauty. What I thought was interesting, was that it made me face truths that I wasn't ready to face at the moment. Powerful! K Kristi L. Showing up for myself, full throttle!! I dove in head first with Sugarbowl. She invited me along for an energetically supercharged journey these past 3 weeks. The message I've received through this essence is to Show Up For Me. I've gone out into the world in full resonance with my values, my emotional authenticity, my sparkle-vibrance and gratitude. And what a journey it's been/being! I feel the next phase is to stay curious, keep playful in my rituals and keep exploring. Sugarbowl and Truth Teller has given me voice to articulate dreams I couldn't even have imagined a month ago: a medical billing/holistic bodywork center. To call tribe to me and create a women's hyper-modern quantum energetic shamanic singing ensemble. Approach everything from a boundless well of gratitude. There's nothing to hide!! 💖 E Eveline A. No more hiding Am on my second bottle, first bottle was taken sometime last year. With this second bottle, I find myself being more comfortable in being seen by others and putting myself out there. I have even posted a photo of myself on my social media platforms - a huge shift for me. I also find myself liking how I look too, not as critical of how I look but accepting and actually feel comfortable in my own skin."
Sugarbowl Flower Elixir,Sugarbowl Flower Elixir,,Single Elixirs,"Expansion, Go Deep, Next-Level Seeker, single flower",Active,True,https://www.lotuswei.com/products/sugarbowl-clematis-flower-essence-elixir,"all, go-deep","elixirs, expansion, next-level-seeker, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Elixir_Card-Sugarlbowl_Clematis.jpg?v=1639610996,sugarbowl clematis flower essence LOTUSWEI,,,,,,,,,,,,,
Stream Orchid Elixir,Stream Orchid Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. The Stream Orchid grows on a wall of salt and ferns, near a warm spring southern South Dakota, the only place it grows in the entire state. I found it by wading off the beaten path of the swimming hole, surrounded by a deafening chorus of cicadas. Stream Orchid helps us tap into the healing powers of our own voice. We can liberate stuck energies in the body through vocal expression, and expand our potential as healers by gaining a deeper experiential understanding of the healing power of sound. MAGNIFIES: Healing qualities of sound; deeper understanding of your own voice; liberation through sound; aura expansion; vocal expression DISSOLVES: Shyness; stuck energies of the throat; inability to express oneself; keeping dormant that which needs to be expressed USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified Water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (Grape) Alcohol, Epipactis gigantea (Stream Orchid) Flower Essence, ﻿Achillea millefolium ﻿ (Yarrow) Flower Essence, and Nelumba nucifera (Lotus) Flower Essence. *Certified Organic",Single Elixirs,"Ambitious Entrepreneur, Expansion, Expression, Go Deep, single flower",Active,True,https://www.lotuswei.com/products/stream-orchid-flower-essence-elixir,"all, go-deep","ambitious-entrepreneur, elixirs, expansion, expression, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/image_3faa86ee-311e-4338-b06a-aacc2611af56.jpg?v=1639610990,,Size,,$45,Stream Orchid Flower Essence Elixir | LOTUSWEI,"Stream Orchid helps us tap into the healing powers of our own voice. We can liberate stuck energies in the body through vocal expression, and expand our potential as healers by gaining a deeper experiential understanding of the healing power of sound.",,,,,,,,"Customer Reviews Based on 4 reviews Write a review 100% (4) 0% (0) 0% (0) 0% (0) 0% (0) J Jessica Armstrongg I Hear Myself I purchased it to help me with my communication class. I had a speech I had to perform in front of 25 people. I did great! What I loved most was that I could hear my higher self guiding and directing me. S Sheri Reed New believer I was really skeptical, but decided to give it a go…it started feeling the difference in about 4 days…I don’t believe I was taking the full 5Xs a day just when I thought about it. I’m taking the Stream Orchid and Infinite Love.. I was driving home from errands and it just hit me… I was so relaxed and calm like I had just had a massage. Which I really wanted to have.. I now can have total relaxation when ever I need it …definitely a go to for me. I’m loving it!! L LM Wonderful I ordered this because I'm a musician/professional singer and also do voice over. I'm working on healing a little bit of vocal damage from a thyroid issue so I thought I'd give this a shot. It's been wonderful! I'm about 3 weeks in. I take it 5x a day and also before and after singing or voice over work. I notice that I don't feel any strain or fatigue. Will definitely order another bottle and want to check out more of the LotusWei offerings that aid the voice/5th chakra! Thank you! K Kris Wow! All I can say is wow! This elixir is amazing! It really helped me through a tough time after I had a bad sickness last year that affected my throat and vocal cords. I was almost to the point where I couldn’t speak and this elixir  turned it around and got my voice back to normal. I purchased this one along with several others and I kid you not, every time for about the first week of taking the elixir I would go to grab this elixir and it would fall/jump out of my hands each time! It didn’t happen with any of the other elixirs and I knew that I truly needed this one. It has worked so well for me and I’m so thankful for it!"
Stream Orchid Elixir,Stream Orchid Elixir,,Single Elixirs,"Ambitious Entrepreneur, Expansion, Expression, Go Deep, single flower",Active,True,https://www.lotuswei.com/products/stream-orchid-flower-essence-elixir,"all, go-deep","ambitious-entrepreneur, elixirs, expansion, expression, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Elixir_Card-Stream_Orchid.jpg?v=1639610990,stream orchid flower essence LOTUSWEI,,,,,,,,,,,,,
Silky Fringe Flower Elixir,Silky Fringe Flower Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. A Rocky Mountain summer wildflower, Silky Fringe looks and feels like a purple explosion. It teaches us how to be direct and say-it-like-it-is without hesitation. Rather than sweep difficulties - no matter how subtle - under the rug, we can experience the joy and clarity of addressing issues head on. Instead of introversion or avoidance, we get a burst of energy that triggers sudden insights, helps us see new perspectives and encourages dynamic communication MAGNIFIES: Extroversion; illumination + sudden insights; seeing things from a different perspective; directness DISSOLVES: Nostalgia, loneliness + sadness; isolation, withdrawal, introversion; avoidance, wanting to run away USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified Water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (Grape) Alcohol, Phacelia sericea (Silky Fringe) Flower Essence, ﻿Achillea millefolium ﻿ (Yarrow) Flower Essence, and Nelumba nucifera (Lotus) Flower Essence. *Certified Organic",Single Elixirs,"Breakthrough, Expression, Go Deep, Next-Level Seeker, Shy Introvert, single flower",Active,True,https://www.lotuswei.com/products/silky-fringe-flower-essence-elixir,"all, go-deep","breakthrough, elixirs, expression, next-level-seeker, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/image_57ad3678-037a-44f3-84c7-4ef1e2ae9834.jpg?v=1639610717,,Size,,$45,Silky Fringe Flower Essence Elixir | LOTUSWEI,"Silky Fringe flower essence elixir teaches us how to be direct and say-it-like-it-is without hesitation. Rather than sweep difficulties - no matter how subtle - under the rug, we can experience the joy and clarity of addressing issues head on. Instead of introversion or avoidance, we get a burst of energy that triggers sudden insights, helps us see new perspectives and encourages dynamic communication",,,,,,,,"Customer Reviews Based on 2 reviews Write a review 100% (2) 0% (0) 0% (0) 0% (0) 0% (0) R Robyn Sharing my truth Wow, This elixir has really helped with authentic and direct and honest communication. M Margaret Matter of factly finding my voice Starting this Elixir definitely elicited a fearlessness around expressing myself in ways that I really wanted to but had been sitting on for so long. However that fearlessness didn’t feel like some kind of brave or stupid courage, rather it felt like a very matter of fact owning of what I wanted to say. It helped me own my natural expression, naturally. Definitely recommend and this may be one Flower Elixir I’ll revisit in the future."
Silky Fringe Flower Elixir,Silky Fringe Flower Elixir,,Single Elixirs,"Breakthrough, Expression, Go Deep, Next-Level Seeker, Shy Introvert, single flower",Active,True,https://www.lotuswei.com/products/silky-fringe-flower-essence-elixir,"all, go-deep","breakthrough, elixirs, expression, next-level-seeker, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Elixir_Card-Silky_Fringe.jpg?v=1639610717,silky fringe flower essence LOTUSWEI,,,,,,,,,,,,,
True Change Set,True Change Set,"Description Use Flower Magic Ingredients Gamechanger in a BIG WAY. Use the Gamechanger Elixir, Aura Mist + Anointing Oil at the same time - 5 times a day, everyday - for maximum benefits. Utilize the Gamechanger Teaching, sent straight to your inbox, to get the full download. MAGNIFIES: Effortlessness, simplicity and lighthearted action; rapid growth, creativity and spaciousness; freedom from extremes; that feeling when your to-do list is totally done + everything is so much easier than you thought! DISSOLVES: Feeling rushed or that there's not enough time; heavy to-do list; overwhelm; everything feels like work or full of effort; feeling stuck, stagnant, or overburdened; tendency to go to extremes (i.e. overly responsible vs. undisciplined) GAMECHANGER FLOWER ELIXIR (30mL): Delicious honey elixir infused with flower essences. 5 drops, 5 times a day , under the tongue. Add 5 drops to your coffee, tea, juice or other beverages. Put 1 dropperful into your water bottle + drink it throughout the day. Use in your favorite recipes: desserts, cocktails + salad dressings. Safe (& excellent) for children over 12 months of age. GAMECHANGER AURA MIST (50mL): Flower essences combined with essential oils, infused in pure water. Mist around the face + shoulders 5 times a day, everyday . Mist your bedroom, office, car or where you spend time. Mist your loved ones when you see them. Mist your sheets + pillows before bed. Safe (& excellent) for children. GAMECHANGER ANOINTING OIL (4mL): Flower essences + essential oils infused in organic jojoba oil. Apply to pulse points: wrists, neck, behind the ears 5 times a day . Use as a scented pick-me-up throughout the day. Anoint wrists before bed + enjoy the scent as you fall asleep. Safe (& excellent) for children. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, the elixir + mist last 3-4 weeks, the anointing oil 2-3 - enough time to experience a significant shift in mood and everyday life! GAMECHANGER RECORDED TEACHING (EMAILED TO YOU): Simple guided meditation Deep dive into the most powerful flowers for ‘being’ What you’ll experience with GAMECHANGER How to practice awareness - with flower essences - to accelerate shifts Short writing prompts that immediately show you where to start Exquisite, simple practices that support you One practice that is a total gamechanger + what you’ll experience if you try it for 30 days GIANT SPIDER LILY: Feel light, buoyant and streamlined; see your life + projects as a joyful celebration PINK PRIMROSE: ﻿ Effortless action and fearless readiness; thinking outside the box, creativity + innovation; rapid growth DATE PALM: Freedom from extremes; sense of timelessness and freedom; finding new approaches to the way you’ve done things BANANA BLOSSOM: Spacious mind, slowing down to rest + nurture self, dissolve fears of 'running out of time' YARROW: Boosts the body’s natural energy levels and helps clear energetic saturation (from technology and other people) PINK LOTUS: Wisdom, insight, spiritual understanding SULPHUR MINERAL ESSENCE: Conscious change, discipline and creativity GAMECHANGER ELIXIR INGREDIENTS: Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Crinum asiaticum (Giant Spider Lily) flower essence, Oenothera speciosa (Pink Primrose) flower essence, Phoenix dactylifera (Date Palm) flower essence, Musa acuminata (Banana Blossom) flower essence, Achillea millefolium (Yarrow) flower essence, Nelumba nucifera (Lotus) flower essence and Sulphur mineral essence. GAMECHANGER MIST INGREDIENTS: Purified water (Aqua), Cananga odorata (Ylang Ylang Oil), Chrysopogan zizanioides (Vetiver) Oil, Crinum asiaticum (Giant Spider Lily) flower essence, Oenothera speciosa (Pink Primrose) flower essence, Phoenix dactylifera (Date Palm) flower essence, Musa acuminata (Banana Blossom) flower essence, Achillea millefolium (Yarrow) flower essence, Nelumba nucifera (Lotus) flower essence and Sulphur mineral essence. GAMECHANGER ANOINTING OIL INGREDIENTS: * Simmondsia chinesis (Jojoba) Oil, Cananga odorata (Ylang Ylang Oil), Chrysopogan zizanioides (Vetiver) Oil,, Crinum asiaticum (Giant Spider Lily) flower essence, Oenothera speciosa (Pink Primrose) flower essence, Phoenix dactylifera (Date Palm) flower essence, Musa acuminata (Banana Blossom) flower essence, Achillea millefolium (Yarrow) flower essence, Nelumba nucifera (Lotus) flower essence and Sulphur mineral essence. *Certified Organic",Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/Gamechanger-TrueSet.jpg?v=1635804863,,Title,,$124,True Change Flower Essence Set | LOTUSWEI,"Gamechanger in a BIG WAY. Use the Gamechanger Elixir, Aura Mist + Anointing Oil at the same time - 5 times a day, everyday - for maximum benefits. MAGNIFIES:  Effortlessness, simplicity and lighthearted action; rapid growth, creativity and spaciousness; freedom from extremes; that feeling when your to-do list is totally done + everything is so much easier than you thought!",,,"Giant_Spider_Lily-500x500_1.png, Banana_Blossom-500x500_1.png, Date_Palm_Flower-500x500_1.png, Pink_Primrose-500x500_1.png, Sulphur-500x500_1.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Giant Spider Lily"",""Banana Blossom"",""Date Palm"",""Pink Primrose"",""Sulphur"",""Yarrow"",""Pink Lotus""]","[""Lightness"",""Spacious Mind"",""Freedom"",""Rapid Growth"",""Conscious Change"",""Vitality"",""Wisdom""]",,,"Customer Reviews Based on 3 reviews Write a review 100% (3) 0% (0) 0% (0) 0% (0) 0% (0) B Bonnie W. Wow! What a difference! I started using gamechanger a couple of weeks ago. I have been also doing meditation daily. My blood pressure has been fluctuating for over 2 years now and I’ve noticed that stress seems to really drive it up. Since I started using the gamechanger set, I have noticed it slowly coming down but it’s probably due to feeling more relaxed and at ease with delegating tasks. Today is Thanksgiving. I have a house full of wonderful family visiting complete with their pets. This is the first year that I have actually felt like there really is no need to rush, meeting and adapting to everyones schedules has been a breeze. This morning I actually sat for nearly 2 hours and just enjoyed laughing and talking with everyone. I was the first one up after a restful nights sleep and was able to sit and sip my tea and watch how the energy changed as each person woke up and made their way to the kitchen and family room areas. Wow!!! How wonderfully has this set of flower essences affected me! I’m grateful for the Lotuswei team and the changes that you have helped me make in my life! C Corley M. Lifted Weight Off My Shoulders First off, I adored the scent of these.  It was beautiful.  I kept smelling my wrists all day.  It felt expansive and grounding. I loved this set and highly recommend the kit.  I began it while feeling very overwhelmed and stagnant.  My house was a mess.  I was flooded with excellent ideas for a new project but overwhelmed and anxious at the thought of how I might accomplish them and felt stuck and buried under the longest to do list.  Getting to it felt so aversive and heavy. I felt like my “healing crisis” was slightly longer then all of a sudden, my I got so much done and cleared.  I didn’t have the heaviness and feeling of avoidance but just jumped into them with joy.  I wasn’t getting overwhelmed by EVERYTHING I had to do but instead had a sense of prioritizing and completed with focus the most important tasks with ease.  I felt like I became way more efficient.  I felt like my list was complete.  I felt like I could breathe with things on my list.  And I felt ok to take a break and not do any of it on some days.  This was wonderful to take and I loved having the set. A Amanda M. Cannot believe it!! I'm really shocked by the way the True Change set has affected me. I'm currently at a time in my life where I'm going through a major transition and personal upgrade and felt I could use support and really allow positive change to come through instead of back down and just a week and a half in I feel like a new person. As a mother of two with a full-time job and own separate career path I'm no stranger to stress, but it's really hit me in the past week how EASY everything feels. I'm somehow able to actually prioritize things, get then done and when work is done it's done. I usually feel like a chicken with my head cut off, and I'm notoriously disorganized but I'm been able to rest more deeply than I ever have and also accomplish more throughout my day. I've also had some amazing opportunities come out of nowhere and I'm embracing them. Less is truly more sometimes!"
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/GameChangerFlowerCollage_98f2b278-fd30-40f5-a98a-ce27f98b3b15.jpg?v=1635804895,,,,,,,,,,,,,,
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/LW-FlowerCards-Front15_172fe5e2-a150-47db-8318-fda5c6e3db47.jpg?v=1612375114,giant spider lily LOTUSWEI flower essences,,,,,,,,,,,,,
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/LW-FlowerCards-Front52_ab5dddbd-fabe-4358-8fbd-eadfc2f2a0b4.jpg?v=1612375115,pink primrose flower essence LOTUSWEI flower essences,,,,,,,,,,,,,
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/LW-FlowerCards-Front45_93bffa2d-2a5b-4cdf-8fab-43306981698f.jpg?v=1612375115,date palm flower essence LOTUSWEI flower essences,,,,,,,,,,,,,
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/LW-FlowerCards-Front7_2bfd7390-df9f-4695-8f59-7e8587c7fb14.jpg?v=1612375115,banana blossom flower essence LOTUSWEI flower essences,,,,,,,,,,,,,
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/Yarrow_8cf4b1e2-a8d5-4b12-9a04-57194c9a683a.jpg?v=1612375115,yarrow flower essence LOTUSWEI flower essences,,,,,,,,,,,,,
True Change Set,True Change Set,,Kits,"Ambitious Entrepreneur, Creative Genius, gamechanger",Active,True,https://www.lotuswei.com/products/true-change-flower-essence-set,feel-good,"ambitious-entrepreneur, creative-genius, elixirs, gamechanger, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/products/LW-FlowerCards-Front13_131c55f9-99f8-4696-b271-9903e6747aa2.jpg?v=1612375115,pink lotus flower essence LOTUSWEI flower essences,,,,,,,,,,,,,
